month,is_sugarcane,hotspots
2025-12,False,23
2025-12,True,22
2026-01,False,46
2026-01,True,43
2026-02,False,76
2026-02,True,93
2026-03,False,92
2026-03,True,40
2026-04,False,374
2026-04,True,31
