month,is_sugarcane,hotspots
2025-12,False,9
2025-12,True,24
2026-01,False,62
2026-01,True,91
2026-02,False,123
2026-02,True,131
2026-03,False,82
2026-03,True,76
2026-04,False,99
2026-04,True,43
