month,is_sugarcane,hotspots
2025-12,False,15
2025-12,True,1
2026-01,False,6
2026-01,True,8
2026-02,False,9
2026-02,True,10
2026-03,False,33
2026-03,True,11
2026-04,False,46
2026-04,True,9
