month,is_sugarcane,hotspots
2025-12,False,19
2025-12,True,3
2026-01,False,144
2026-01,True,15
2026-02,False,123
2026-02,True,9
2026-03,False,267
2026-03,True,19
2026-04,False,794
2026-04,True,19
