month,is_sugarcane,hotspots
2025-12,False,19
2025-12,True,11
2026-01,False,14
2026-01,True,10
2026-02,False,201
2026-02,True,25
2026-03,False,130
2026-03,True,14
2026-04,False,1405
2026-04,True,40
