month,is_sugarcane,hotspots
2025-12,False,386
2025-12,True,8
2026-01,False,518
2026-01,True,19
2026-02,False,355
2026-02,True,7
2026-03,False,439
2026-03,True,23
2026-04,False,528
2026-04,True,5
2026-05,False,9
