month,is_sugarcane,hotspots
2025-12,False,8
2025-12,True,12
2026-01,False,21
2026-01,True,18
2026-02,False,33
2026-02,True,15
2026-03,False,49
2026-03,True,8
2026-04,False,189
2026-04,True,9
