month,is_sugarcane,hotspots
2025-12,False,8
2025-12,True,9
2026-01,False,31
2026-01,True,19
2026-02,False,33
2026-02,True,12
2026-03,False,91
2026-03,True,14
2026-04,False,213
2026-04,True,7
