month,is_sugarcane,hotspots
2025-12,False,2
2025-12,True,1
2026-01,False,12
2026-01,True,12
2026-02,False,37
2026-02,True,19
2026-03,False,23
2026-03,True,18
2026-04,False,71
2026-04,True,21
